id;doi;count;year;issn;title;publisher;discipline;electronic
16458;10.1016/j.jeconom.2009.10.014;53;2011;0304-4076;Are CEOs expected utility maximizers?;Journal of Econometrics;bwl;\N
16459;10.1016/j.jeconom.2014.04.016;13;2014;0304-4076;A predictability test for a small number of nested models;Journal of Econometrics;bwl;\N
16460;10.1016/j.jeconom.2014.04.006;34;2014;0304-4076;Testing conditional independence via empirical likelihood;Journal of Econometrics;bwl;\N
16462;10.1016/j.jeconom.2011.06.019;67;2012;0304-4076;Jackknife model averaging;Journal of Econometrics;bwl;\N
16465;10.1016/j.jeconom.2013.01.004;19;2013;0304-4076;Model averaging by jackknife criterion in models with dependent data;Journal of Econometrics;bwl;\N
16466;10.1016/j.jeconom.2013.11.003;52;2014;0304-4076;Is there an optimal forecast combination?;Journal of Econometrics;bwl;\N
16469;10.1016/j.jeconom.2012.06.009;42;2012;0304-4076;Mixtures of g-priors for Bayesian model averaging with economic applications;Journal of Econometrics;bwl;\N
16472;10.1016/j.jeconom.2012.06.007;16;2012;0304-4076;Variable selection and functional form uncertainty in cross-country growth regressions;Journal of Econometrics;bwl;\N
16473;10.1016/j.jeconom.2014.03.003;80;2014;0304-4076;Efficient GMM estimation of spatial dynamic panel data models with fixed effects;Journal of Econometrics;bwl;\N
16476;10.1016/j.jeconom.2013.08.020;16;2014;0304-4076;Moment-based tests for individual and time effects in panel data models;Journal of Econometrics;bwl;\N
16477;10.1016/j.jeconom.2013.08.004;23;2014;0304-4076;A unified approach to validating univariate and multivariate conditional distribution models in time series;Journal of Econometrics;bwl;\N
16478;10.1016/j.jeconom.2013.08.001;2;2013;0304-4076;Annals Journal of Econometrics: Misspecification test methods in econometrics;Journal of Econometrics;bwl;\N
16479;10.1016/j.jeconom.2013.08.008;13;2014;0304-4076;Model specification test with correlated but not cointegrated variables;Journal of Econometrics;bwl;\N
16480;10.1016/j.jeconom.2013.08.002;20;2014;0304-4076;Testing predictive regression models with nonstationary regressors;Journal of Econometrics;bwl;\N
16481;10.1016/j.jeconom.2013.08.012;18;2014;0304-4076;An alternative quasi likelihood approach, Bayesian analysis and data-based inference for model specification;Journal of Econometrics;bwl;\N
16482;10.1016/j.jeconom.2013.08.007;10;2014;0304-4076;Constructing smooth tests without estimating the eigenpairs of the limiting process;Journal of Econometrics;bwl;\N
16483;10.1016/j.jeconom.2013.08.015;27;2014;0304-4076;Volatility activity: Specification and estimation;Journal of Econometrics;bwl;\N
16484;10.1016/j.jeconom.2013.05.007;12;2014;0304-4076;Model equivalence tests in a parametric framework;Journal of Econometrics;bwl;\N
16485;10.1016/j.jeconom.2013.08.013;30;2014;0304-4076;Testing a linear dynamic panel data model against nonlinear alternatives;Journal of Econometrics;bwl;\N
16486;10.1016/j.jeconom.2013.07.005;20;2014;0304-4076;Testing for heteroskedasticity in fixed effects models;Journal of Econometrics;bwl;\N
16487;10.1016/j.jeconom.2013.08.014;23;2014;0304-4076;A consistent nonparametric test of parametric regression functional form in fixed effects panel data models;Journal of Econometrics;bwl;\N
16488;10.1016/j.jeconom.2013.08.005;19;2014;0304-4076;Nonparametric inference for counterfactual means: Bias-correction, confidence sets, and weak IV;Journal of Econometrics;bwl;\N
16489;10.1016/j.jeconom.2013.08.009;19;2014;0304-4076;Neglected heterogeneity in moment condition models;Journal of Econometrics;bwl;\N
16490;10.1016/j.jeconom.2013.05.006;17;2013;0304-4076;Smooth minimum distance estimation and testing with conditional estimating equations: Uniform in bandwidth theory;Journal of Econometrics;bwl;\N
16491;10.1016/j.jeconom.2013.07.001;9;2013;0304-4076;Dilation bootstrap;Journal of Econometrics;bwl;\N
16492;10.1016/j.jeconom.2013.07.003;8;2013;0304-4076;Efficient semiparametric estimation for endogenously stratified regression via smoothed likelihood;Journal of Econometrics;bwl;\N
16493;10.1016/j.jeconom.2013.07.004;16;2014;0304-4076;Semiparametric models with single-index nuisance parameters;Journal of Econometrics;bwl;\N
16494;10.1016/j.jeconom.2013.06.001;0;2013;0304-4076;Iterative estimation of solutions to noisy nonlinear operator equations in nonparametric instrumental regression;Journal of Econometrics;bwl;\N
16495;10.1016/j.jeconom.2013.06.002;15;2013;0304-4076;Distribution theory for the studentized mean for long, short, and negative memory time series;Journal of Econometrics;bwl;\N
16497;10.1016/j.jeconom.2013.06.003;14;2013;0304-4076;Finite-sample exact tests for linear regressions with bounded dependent variables;Journal of Econometrics;bwl;\N
16510;10.1016/j.jeconom.2015.02.031;9;2013;0304-4076;Stock Return and Cash Flow Predictability: The Role of Volatility Risk Appendix;Working Paper;bwl;\N
16516;10.1016/s0304-4076(15)00307-3;0;2016;0304-4076;Editorial Board;Journal of Econometrics;bwl;\N
16521;10.1016/j.jeconom.2011.11.008;16;2012;0304-4076;Nonparametric spatial regression under near-epoch dependence;Journal of Econometrics;bwl;\N
16522;10.1016/j.jeconom.2011.12.001;19;2012;0304-4076;Uniform confidence bands for functions estimated nonparametrically with instrumental variables;Journal of Econometrics;bwl;\N
16524;10.1016/j.jeconom.2017.01.005;1;2017;0304-4076;Chasing volatility;Journal of Econometrics;bwl;\N
16525;10.1016/j.jeconom.2011.11.007;50;2012;0304-4076;Inferring welfare maximizing treatment assignment under budget constraints;Journal of Econometrics;bwl;\N
16526;10.1016/j.jeconom.2011.10.007;19;2012;0304-4076;The econometrics of auctions with asymmetric anonymous bidders;Journal of Econometrics;bwl;\N
16531;10.1016/j.jeconom.2013.11.005;25;2014;0304-4076;Dynamic binary outcome models with maximal heterogeneity;Journal of Econometrics;bwl;\N
16533;10.1016/j.jeconom.2010.09.008;32;2011;0304-4076;National estimates of gross employment and job flows from the Quarterly Workforce Indicators with demographic and industry detail;Journal of Econometrics;bwl;\N
16534;10.1016/j.jeconom.2010.09.007;41;2011;0304-4076;Wealth accumulation and factors accounting for success;Journal of Econometrics;bwl;\N
16535;10.1016/j.jeconom.2010.09.010;11;2011;0304-4076;Robust tests for heteroskedasticity in the one-way error components model;Journal of Econometrics;bwl;\N
16536;10.1016/j.jeconom.2010.09.005;26;2011;0304-4076;Price dynamics, retail chains and inflation measurement;Journal of Econometrics;bwl;\N
16538;10.1016/j.jeconom.2012.05.002;53;2012;0304-4076;Multiperiod corporate default prediction - A forward intensity approach;Journal of Econometrics;bwl;\N
16540;10.1016/j.jeconom.2011.08.002;45;2011;0304-4076;Functional data analysis for volatility;Journal of Econometrics;bwl;\N
16544;10.1016/j.jeconom.2013.11.006;10;2014;0304-4076;Editors' introduction: Heavy tails and stable Paretian distributions in econometrics;Journal of Econometrics;bwl;\N
16546;10.1016/s0304-4076(17)30005-2;3;2017;0304-4076;Editorial Board;Journal of Econometrics;bwl;\N
16553;10.1016/j.jeconom.2013.03.005;7;2013;0304-4076;Fellow's opinion corner: Econometric information recovery;Journal of Econometrics;bwl;\N
16554;10.1016/j.jeconom.2013.04.015;41;2013;0304-4076;Forecasting by factors, by variables, by both or neither?;Journal of Econometrics;bwl;\N
16555;10.1016/j.jeconom.2013.04.008;24;2013;0304-4076;Conditional predictive density evaluation in the presence of instabilities;Journal of Econometrics;bwl;\N
16556;10.1016/j.jeconom.2013.04.006;44;2013;0304-4076;Forecasting a long memory process subject to structural breaks;Journal of Econometrics;bwl;\N
16557;10.1016/j.jeconom.2013.07.002;22;2013;0304-4076;Heteroskedasticity and spatiotemporal dependence robust inference for linear panel models with fixed effects;Journal of Econometrics;bwl;\N
16560;10.1016/j.jeconom.2013.04.001;17;2013;0304-4076;Dynamic econometric modeling and forecasting in the presence of instability;Journal of Econometrics;bwl;\N
16562;10.1016/j.jeconom.2016.03.004;1;2016;0304-4076;"Consistent model specification tests based on <mml:math altimg=\si1.gif\"" display=\""inline\"" overflow=\""scroll\"" xmlns:xocs=\""http://www.elsevier.com/xml/xocs/dtd\"" xmlns:xs=\""http://www.w3.org/2001/XMLSchema\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" xmlns=\""http://www.elsevier.com/xml/ja/dtd\"" xmlns:ja=\""http://www.elsevier.com/xml/ja/dtd\"" xmlns:mml=\""http://www.w3.org/1998/Math/MathML\"" xmlns:tb=\""http://www.elsevier.com/xml/common/table/dtd\"" xmlns:sb=\""http://www.elsevier.com/xml/common/struct-bib/dtd\"" xmlns:ce=\""http://www.elsevier.com/xml/common/dtd\"" xmlns:xlink=\""http://www.w3.org/1999/xlink\"" xmlns:cals=\""http://www.elsevier.com/xml/common/cals/dtd\"" xmlns:sa=\""http://www.elsevier.com/xml/common/struct-aff/dtd\""><mml:mi>k</mml:mi></mml:math>-nearest-neighbor estimation method""";Journal of Econometrics;bwl;\N
16566;10.1016/j.jeconom.2016.05.001;5;2016;0304-4076;Financial Statistics and Risk Management: An Overview;Journal of Econometrics;bwl;\N
16570;10.1016/j.jeconom.2016.05.011;5;2016;0304-4076;co-movements;Journal of Econometrics;bwl;\N
16572;10.1016/j.jeconom.2016.05.007;1;2016;0304-4076;Testing super-diagonal structure in high dimensional;Journal of Econometrics;bwl;\N
16575;10.1016/j.jeconom.2010.10.001;98;2011;0304-4076;Panels with non-stationary multifactor error structures;Journal of Econometrics;bwl;\N
16576;10.1016/j.jeconom.2010.11.010;40;2011;0304-4076;Cross-sectional dependence robust block bootstrap panel unit root tests;Journal of Econometrics;bwl;\N
16577;10.1016/j.jeconom.2012.06.008;41;2012;0304-4076;Evaluating DSGE model forecasts of comovements;Journal of Econometrics;bwl;\N
16578;10.1016/j.jeconom.2014.04.017;49;2014;0304-4076;Unpredictability in economic analysis, econometric modeling and forecasting;Journal of Econometrics;bwl;\N
16581;10.1016/j.jeconom.2018.12.006;1;2018;0304-4076;A Panel Quantile Approach to Attrition Bias in Big Data :;Journal of Econometrics;bwl;\N
16588;10.1016/s0304-4076(16)30130-0;1;2016;0304-4076;Obituary;Journal of Econometrics;bwl;\N
16591;10.1016/j.jeconom.2018.11.011;0;2018;0304-4076;Forecast density combinations of dynamic models and data driven portfolio strategies;Journal of Econometrics;bwl;\N
16593;10.1016/j.jeconom.2011.12.005;48;2012;0304-4076;Term structure models and the zero bound: An empirical investigation of Japanese yields;Journal of Econometrics;bwl;\N
16597;10.1016/j.jeconom.2012.11.003;24;2013;0304-4076;Evaluating treatment protocols using data combination;Journal of Econometrics;bwl;\N
16599;10.1016/j.jeconom.2010.07.009;82;2011;0304-4076;Multivariate realised kernels: Consistent positive semi-definite estimators of the covariation of equity prices with noise and non-synchronous trading;Journal of Econometrics;bwl;\N
16600;10.1016/j.jeconom.2014.04.022;43;2014;0304-4076;Instrumental variables estimation with many weak instruments using regularized JIVE;Journal of Econometrics;bwl;\N
16603;10.1016/j.jeconom.2013.08.003;2;2013;0304-4076;Testing overidentifying restrictions with many instruments and heteroskedasticity;Journal of Econometrics;bwl;\N
16608;10.1016/j.jeconom.2011.11.001;27;2012;0304-4076;Estimation of market power in the presence of firm level inefficiencies;Journal of Econometrics;bwl;\N
16612;10.1016/j.jeconom.2012.01.003;20;2012;0304-4076;Asymptotic distribution of factor augmented estimators for panel regression;Journal of Econometrics;bwl;\N
16613;10.1016/j.jeconom.2013.08.024;40;2014;0304-4076;Testable implications of affine term structure models;Journal of Econometrics;bwl;\N
16616;10.1016/j.jeconom.2011.09.040;24;2012;0304-4076;Bayesian hypothesis testing in latent variable models;Journal of Econometrics;bwl;\N
16617;10.1016/j.jeconom.2011.09.030;2;2011;0304-4076;Estimating Semiparametric Panel Data Models;Journal of Econometrics;bwl;\N
16635;10.1016/s0304-4076(15)00271-7;2;2015;0304-4076;2015 Dennis J. Aigner Award;Journal of Econometrics;bwl;\N
16636;10.1016/s0304-4076(15)00265-1;0;2015;0304-4076;IFC: ID statement;Journal of Econometrics;bwl;\N
16641;10.1016/j.jeconom.2014.01.004;13;2014;0304-4076;A score-test on measurement errors in rating transition times;Journal of Econometrics;bwl;\N
16642;10.1016/j.jeconom.2014.01.005;41;2014;0304-4076;Bounding quantile demand functions using revealed preference inequalities;Journal of Econometrics;bwl;\N
16643;10.1016/j.jeconom.2014.01.002;4;2010;0304-4076;A Nonlinear Panel Data Model of Cross-sectional;Working Paper;bwl;\N
16644;10.1016/j.jeconom.2014.01.001;18;2014;0304-4076;A fast resample method for parametric and semiparametric models;Journal of Econometrics;bwl;\N
16645;10.1016/j.jeconom.2013.12.002;0;2013;0304-4076;List of Referees for 2013;Journal of Econometrics;bwl;\N
16646;10.1016/j.jeconom.2013.12.003;0;2013;0304-4076;Announcement;Journal of Econometrics;bwl;\N
16650;10.1016/j.jeconom.2010.12.012;34;2011;0304-4076;Testing for weak identification in possibly nonlinear models;Journal of Econometrics;bwl;\N
16652;10.1016/j.jeconom.2015.09.002;7;2015;0304-4076;Testing for monotonicity under endogeneity;Journal of Econometrics;bwl;\N
16654;10.1016/j.jeconom.2014.05.001;20;2014;0304-4076;Near exogeneity and weak identification in generalized empirical likelihood estimators: Many moment asymptotics;Journal of Econometrics;bwl;\N
16655;10.1016/j.jeconom.2014.05.002;17;2014;0304-4076;Semiparametric identification of binary decision games of incomplete information with correlated private signals;Journal of Econometrics;bwl;\N
16658;10.1016/j.jeconom.2014.05.003;10;2014;0304-4076;Editor’s introduction: Analysis of financial data;Journal of Econometrics;bwl;\N
16663;10.1016/j.jeconom.2014.06.009;20;2014;0304-4076;Decompositions of profitability change using cost functions;Journal of Econometrics;bwl;\N
16666;10.1016/j.jeconom.2013.04.010;17;2013;0304-4076;Sequential estimation of shape parameters in multivariate dynamic models;Journal of Econometrics;bwl;\N
16669;10.1016/j.jeconom.2014.04.021;20;2014;0304-4076;Weighted KS statistics for inference on conditional moment inequalities;Journal of Econometrics;bwl;\N
16671;10.1016/j.jeconom.2013.02.002;13;2013;0304-4076;Optimal convergence rates, Bahadur representation, and asymptotic normality of partitioning estimators;Journal of Econometrics;bwl;\N
16674;10.1016/j.jeconom.2012.09.002;14;2013;0304-4076;A quasi-maximum likelihood method for estimating the parameters of multivariate diffusions;Journal of Econometrics;bwl;\N
16675;10.1016/j.jeconom.2012.09.004;23;2013;0304-4076;Estimation and inference in unstable nonlinear least squares models;Journal of Econometrics;bwl;\N
16677;10.1016/j.jeconom.2012.10.002;16;2013;0304-4076;Semi-parametric estimation of American option prices;Journal of Econometrics;bwl;\N
16678;10.1016/j.jeconom.2012.10.003;15;2013;0304-4076;Maximum likelihood estimation and uniform inference with sporadic identification failure;Journal of Econometrics;bwl;\N
16679;10.1016/j.jeconom.2012.10.001;10;2013;0304-4076;Testing whether the underlying continuous-time process follows a diffusion: An infinitesimal operator-based approach;Journal of Econometrics;bwl;\N
