handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:igg:jswis0;2017;2;0.03;0.03;16;2;ReDIF-Article;1552-6283;1552-6291;scimago;2018;4900153220;0.283;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal on Semantic Web and Information Systems (IJSWIS)
RePEc:igg:jt0000;2017;;null;null;7;1;ReDIF-Article;1947-3451;1947-346X;scimago;2018;21100206221;0.211;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Technoethics (IJT)
RePEc:igg:jtd000;2017;3;0.06;0.03;8;1;ReDIF-Article;1947-9301;1947-931X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Technology Diffusion (IJTD)
RePEc:igg:jtem00;2017;2;null;0.04;4;1;ReDIF-Article;2155-5605;2155-5613;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Technology and Educational Marketing (IJTEM)
RePEc:igg:jthi00;2017;3;0.02;0.03;12;2;ReDIF-Article;1548-3908;1548-3916;scimago;2018;11900154401;0.29;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Technology and Human Interaction (IJTHI)
RePEc:igg:judh00;2017;;null;null;0;;ReDIF-Article;2156-1818;2156-180X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of User-Driven Healthcare (IJUDH)
RePEc:igg:jvcsn0;2017;;null;null;8;2;ReDIF-Article;1942-9010;1942-9029;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Virtual Communities and Social Networking (IJVCSN)
RePEc:igg:jwltt0;2017;;null;null;8;1;ReDIF-Article;1548-1093;1548-1107;scimago;2018;19400157202;0.189;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Web-Based Learning and Teaching Technologies (IJWLTT)
RePEc:igg:jwnbt0;2017;;null;null;0;;ReDIF-Article;2155-6261;2155-627X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Wireless Networks and Broadband Technologies (IJWNBT)
RePEc:igg:jwsr00;2017;1;0.03;0.01;18;1;ReDIF-Article;1545-7362;1546-5004;scimago;2018;16947;0.165;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Web Services Research (IJWSR)
RePEc:igg:rmj000;2017;1;0.03;0.01;8;5;ReDIF-Article;1040-1628;1533-7979;scimago;2018;19470;0.18;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Information Resources Management Journal (IRMJ)
RePEc:ijb:journl;2017;6;null;0.1;41;10;ReDIF-Article;1607-0704;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Business and Economics
RePEc:ila:anaeco;2017;6;1;0.21;0;8;ReDIF-Article;0716-5297;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista de Analisis Economico – Economic Analysis Review
RePEc:inm:ordeca;2017;32;0.2;0.3;0;15;ReDIF-Article;1545-8490;1545-8504;scimago;2018;19700186711;0.59;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Decision Analysis
RePEc:inm:orijoc;2017;83;0.32;0.3;12;17;ReDIF-Article;1091-9856;1526-5528;scimago;2018;25040;1.685;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;INFORMS Journal on Computing
RePEc:inm:orinte;2017;41;0.16;0.17;0;18;ReDIF-Article;0092-2102;1526-551X;scimago;2018;19929;0.562;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Interfaces
RePEc:inm:orisre;2017;133;0.18;0.47;0;28;ReDIF-Article;1047-7047;1526-5536;scimago;2018;15574;3.476;vhb-jourqual;2015;A+;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;;Information Systems Research
RePEc:inm:orited;2017;3;null;0.03;7;5;ReDIF-Article;1532-0545;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;INFORMS Transactions on Education
RePEc:inm:ormksc;2017;257;0.54;0.93;9;73;ReDIF-Article;0732-2399;1526-548X;scimago;2018;23714;6.853;vhb-jourqual;2015;A+;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;A;Marketing Science
RePEc:inm:ormnsc;2017;1715;1.31;2.04;32;125;ReDIF-Article;0025-1909;1526-5501;scimago;2018;21307;6.08;vhb-jourqual;2015;A+;Handelsblatt-Ranking BWL;2018;A+;Handelsblatt-Ranking VWL;2017;A;Management Science
RePEc:inm:ormoor;2017;93;0.26;0.35;14;25;ReDIF-Article;0364-765X;1526-5471;scimago;2018;22140;1.489;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;D;Mathematics of Operations Research
RePEc:inm:ormsom;2017;139;0.3;0.61;10;36;ReDIF-Article;1523-4614;1526-5498;scimago;2018;21789;4.439;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;A;Manufacturing & Service Operations Management
RePEc:inm:oropre;2017;360;0.46;0.71;16;40;ReDIF-Article;0030-364X;1526-5463;scimago;2018;22238;3.366;vhb-jourqual;2015;A+;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B;Operations Research
RePEc:inm:ororsc;2017;467;0.55;0.99;9;56;ReDIF-Article;1047-7039;1526-5455;scimago;2018;22324;6.545;vhb-jourqual;2015;A+;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;;Organization Science
RePEc:inm:orserv;2017;24;0.16;0.22;0;7;ReDIF-Article;2164-3962;2164-3970;scimago;2018;21100830431;0.695;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Service Science
RePEc:inm:orstsc;2017;6;0.38;0.38;0;2;ReDIF-Article;2333-2050;2333-2077;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Strategy Science
RePEc:inm:ortrsc;2017;261;0.6;0.99;22;29;ReDIF-Article;0041-1655;1526-5447;scimago;2018;20910;2.54;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;;Transportation Science
RePEc:ioe:cuadec;2017;19;0.29;0.41;0;15;ReDIF-Article;0717-6821;0716-0046;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Latin American Journal of Economics-formerly Cuadernos de Economía
RePEc:ipf:finteo;2017;14;0.11;0.17;0;7;ReDIF-Article;1845-9757;1846-887X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Financial Theory and Practice
RePEc:ipf:psejou;2017;;null;null;16;1;ReDIF-Article;2459-8860;;scimago;2018;21100854766;0.115;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Public Sector Economics
RePEc:ipg:journl;2017;;null;null;0;2;ReDIF-Article;2274-4487;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;IPAG Economics and Management Letters
RePEc:ipn:esecon;2017;;null;null;6;1;ReDIF-Article;1665-8310;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;eseconomía
RePEc:ipn:panora;2017;;null;null;6;1;ReDIF-Article;1870-2171;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Panorama Económico
RePEc:isv:jouijm;2017;5;0.03;0.07;15;2;ReDIF-Article;2232-5697;2232-5107;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Management, Knowledge and Learning
RePEc:iza:izawol;2017;166;0.34;0.33;85;11;ReDIF-Article;2054-9571;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;IZA World of Labor
RePEc:jaf:journl;2017;;null;null;18;;ReDIF-Article;1923-2993;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Academic Finance
RePEc:jbu:jbeitt;2017;;null;null;0;1;ReDIF-Article;2393-3259;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Business Economics and Information Technology
RePEc:jdm:journl;2017;106;0.34;0.4;49;18;ReDIF-Article;1930-2975;;scimago;2018;19400157006;1.601;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Judgment and Decision Making
RePEc:jec:journl;2017;9;0.21;0.17;10;4;ReDIF-Article;1819-0197;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Economics and Management
RePEc:jek:journl;2017;;null;null;16;2;ReDIF-Article;2336-2960;2336-2952;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Entrepreneurial Knowledge
RePEc:jet:deveco;2017;;null;null;0;4;ReDIF-Article;0012-1533;1746-1049;scimago;2018;14089;0.213;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;The Developing Economies
RePEc:jfi:journl;2017;;null;null;0;;ReDIF-Article;2359-1005;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Financial Innovation
RePEc:jge:journl;2017;3;null;0.05;0;3;ReDIF-Article;0975-3931;2278-1277;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Global Economy
RePEc:jmi:articl;2017;2;0.4;0.4;5;2;ReDIF-Article;2399-8458;2399-844X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The Journal of Mechanism and Institution Design
RePEc:jpe:journl;2017;19;0.11;0.17;27;9;ReDIF-Article;0890-913X;;scimago;2018;19700182809;0.153;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Journal of Private Enterprise
RePEc:jqe:jqenew;2017;1;null;0.09;0;5;ReDIF-Article;0971-1554;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Quantitative Economics
RePEc:jsf:intjsf;2017;25;0.27;0.36;0;12;ReDIF-Article;1930-076X;1558-6235;scimago;2018;19300156920;0.383;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;???
RePEc:kdi:journl;2017;;null;null;0;1;ReDIF-Article;1738-656X;1976-6904;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;KDI Journal of Economic Policy
RePEc:kqi:journl;2017;;null;null;22;1;ReDIF-Article;2371-9540;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Development Innovations
RePEc:kra:journl;2017;;null;null;18;1;ReDIF-Article;1231-8841;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;World of Real Estate Journal (Swiat Nieruchomosci)
RePEc:krk:eberjl;2017;28;0.26;0.2;49;4;ReDIF-Article;2353-8821;2353-883X;scimago;2018;21100857389;0.193;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Entrepreneurial Business and Economics Review
RePEc:ksa:szemle;2017;28;0.13;0.07;73;8;ReDIF-Article;0023-4346;1588-113X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Közgazdasági Szemle (Economic Review - monthly of the Hungarian Academy of Sciences)
RePEc:ksp:journ1;2017;32;0.25;0.23;42;4;ReDIF-Article;2148-8347;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Economics and Political Economy
RePEc:ksp:journ2;2017;31;0.32;0.3;44;5;ReDIF-Article;2149-0414;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Turkish Economic Review
RePEc:ksp:journ3;2017;16;0.16;0.15;38;6;ReDIF-Article;2149-0422;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Journal of Economic and Social Thought
RePEc:ksp:journ4;2017;11;0.18;0.16;44;4;ReDIF-Article;2149-0406;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Journal of Social and Administrative Sciences
RePEc:ksp:journ5;2017;15;0.16;0.15;44;4;ReDIF-Article;2149-2379;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Journal of Economics Library
RePEc:ksp:journ6;2017;18;0.18;0.18;46;4;ReDIF-Article;2149-2387;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Journal of Economics Bibliography
RePEc:lap:journl;2017;1;0.08;0.04;0;6;ReDIF-Article;0013-0419;1852-1649;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Económica
RePEc:lde:journl;2017;6;null;0.08;15;4;ReDIF-Article;0120-2596;2323-0622;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Lecturas de Economía
RePEc:mer:review;2017;9;null;0.24;0;3;ReDIF-Article;1120-9593;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economia Marche / Journal of Applied Economics
RePEc:mes:challe;2017;21;0.02;0.09;37;18;ReDIF-Article;0577-5132;1558-1489;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Challenge
RePEc:mes:chinec;2017;14;0.03;0.09;38;8;ReDIF-Article;1097-1475;1558-0954;scimago;2018;11700154727;0.279;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Chinese Economy
RePEc:mes:eaeuec;2017;31;0.33;0.34;26;13;ReDIF-Article;0012-8775;1557-9298;scimago;2018;19458;0.345;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Eastern European Economics
RePEc:mes:ijpoec;2017;15;0.07;0.12;8;11;ReDIF-Article;0891-1916;1558-0970;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F;International Journal of Political Economy
RePEc:mes:jeciss;2017;66;0.01;0.18;71;14;ReDIF-Article;0021-3624;1946-326X;scimago;2018;28952;0.347;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Economic Issues
RePEc:mes:jpneco;2017;6;null;0.17;0;5;ReDIF-Article;1097-203X;1944-7256;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Japanese Economy
RePEc:mes:postke;2017;64;0.19;0.33;34;27;ReDIF-Article;0160-3477;1557-7821;scimago;2018;29008;0.543;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Journal of Post Keynesian Economics
RePEc:mes:prectr;2017;14;0.01;0.05;72;8;ReDIF-Article;1061-1991;1557-931X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Problems of Economic Transition
RePEc:mgt:youmgt;2017;15;0.17;0.15;20;6;ReDIF-Article;1581-6311;1854-6935;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Managing Global Transitions
RePEc:mgt:youmng;2017;8;0.11;0.08;23;3;ReDIF-Article;1854-4223;1854-4231;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Management
RePEc:mhr:finarc;2017;53;0.4;0.51;17;20;ReDIF-Article;0015-2218;1614-0974;scimago;2018;5800228210;0.303;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;FinanzArchiv: Public Finance Analysis
RePEc:mhr:jinste;2017;65;0.17;0.29;46;24;ReDIF-Article;0932-4569;1614-0559;scimago;2018;20314;0.494;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Institutional and Theoretical Economics (JITE)
RePEc:mic:esfjrn;2017;3;null;0.04;0;2;ReDIF-Article;1589-3413;2415-9883;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Eszak-magyarorszagi Strategiai Fuzetek
RePEc:mic:tmpjrn;2017;4;0.07;0.04;17;2;ReDIF-Article;1589-3413;2415-9883;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Theory Methodology Practice (TMP)
RePEc:mig:bcwpap;2017;2;null;0.05;24;1;ReDIF-Article;2046-4436;2046-4444;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Border Crossing
RePEc:mig:gdjrnl;2017;1;0.03;0.02;14;1;ReDIF-Article;2054-7110;2054-7129;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Göç Dergisi
RePEc:mig:journl;2017;18;0.12;0.11;30;6;ReDIF-Article;1741-8984;1741-8992;scimago;2018;21000195021;0.449;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Migration Letters
RePEc:mig:jrnlgs;2017;;null;null;6;;ReDIF-Article;2046-4436;2046-4444;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Gypsy Studies
RePEc:mig:ksjrnl;2017;;null;null;14;1;ReDIF-Article;2051-4883;2051-4891;scimago;2018;21100468968;0.239;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Kurdish Studies
RePEc:mig:remrev;2017;2;0.2;0.2;11;2;ReDIF-Article;2059-6588;2059-6596;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Remittances Review
RePEc:mig:tmjrnl;2017;;null;null;9;1;ReDIF-Article;2041-4684;2041-4692;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Transnational Marketing Journal
RePEc:mnz:lumina;2017;;null;null;0;;ReDIF-Article;2619-6174;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Lúmina. Revista iberoamericana de Contabilidad, Administración y Economía
RePEc:msn:rfjrnl;2017;;null;null;9;;ReDIF-Article;2448-6051;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista de la Facultad de Contaduría y Ciencias Administrativas
RePEc:msn:rgjrnl;2017;;null;null;2;;ReDIF-Article;2448-6043;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Revista de Gestión Empresarial y Sustentabilidad
RePEc:mul:j0hje1;2017;4;null;0.02;30;6;ReDIF-Article;0019-7416;1973-8137;scimago;2018;19700177546;0.221;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;L'industria
RePEc:mul:j1t56u;2017;2;null;0.02;0;2;ReDIF-Article;1970-4860;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Economia dei Servizi
RePEc:mul:jb33yl;2017;8;null;0.1;0;7;ReDIF-Article;1120-2890;1973-820X;scimago;2018;19700167906;0.272;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Economia politica
RePEc:mul:jdp901;2017;14;0.04;0.22;13;4;ReDIF-Article;2282-717X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F;Journal of Financial Management, Markets and Institutions
RePEc:mul:je8794;2017;10;0.08;0.12;17;7;ReDIF-Article;1120-9496;1973-8218;scimago;2018;19700187644;0.116;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Politica economica
RePEc:mul:jhpfyn;2017;;null;null;29;2;ReDIF-Article;1590-5128;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Mercato Concorrenza Regole
RePEc:mul:jknp7r;2017;;null;null;30;2;ReDIF-Article;1720-951X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Analisi Giuridica dell'Economia
RePEc:mul:jkrece;2017;9;0.08;0.03;68;1;ReDIF-Article;1122-7885;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economia della Cultura
RePEc:mul:jl9ury;2017;;null;null;18;4;ReDIF-Article;0392-9701;;scimago;2018;5700167216;0.318;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Stato e mercato
RePEc:mul:jqat1f;2017;12;null;0.21;0;11;ReDIF-Article;1593-8662;1973-8234;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Rivista italiana degli economisti
RePEc:mul:jqmthn;2017;1;0.03;0.01;21;2;ReDIF-Article;1120-9453;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Banca Impresa Società
RePEc:mul:jqyfkm;2017;16;0.19;0.07;59;6;ReDIF-Article;1120-9534;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Rivista economica del Mezzogiorno
RePEc:mul:jrkmxm;2017;11;0.21;0.12;9;8;ReDIF-Article;0393-3415;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Rivista di storia economica
RePEc:mul:jyf1hn;2017;1;0.01;null;38;1;ReDIF-Article;1121-4228;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Micro & Macro Marketing
RePEc:mup:actaun;2017;18;0.03;0.03;107;4;ReDIF-Article;2464-8310;1211-8516;scimago;2018;5800179588;0.196;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis
